match_id,title,competition,season,teams,sources
3890553,Eintracht Frankfurt vs Borussia Dortmund,1. Bundesliga,2015/2016,"[""Eintracht Frankfurt"", ""Borussia Dortmund""]","[""statsbomb_open_data""]"
3890334,Eintracht Frankfurt vs Borussia Mönchengladbach,1. Bundesliga,2015/2016,"[""Eintracht Frankfurt"", ""Borussia M\u00f6nchengladbach""]","[""statsbomb_open_data""]"
3890393,Eintracht Frankfurt vs Darmstadt 98,1. Bundesliga,2015/2016,"[""Eintracht Frankfurt"", ""Darmstadt 98""]","[""statsbomb_open_data""]"
3890289,Eintracht Frankfurt vs FC Köln,1. Bundesliga,2015/2016,"[""Eintracht Frankfurt"", ""FC K\u00f6ln""]","[""statsbomb_open_data""]"
3890537,Eintracht Frankfurt vs FSV Mainz 05,1. Bundesliga,2015/2016,"[""Eintracht Frankfurt"", ""FSV Mainz 05""]","[""statsbomb_open_data""]"
3890448,Eintracht Frankfurt vs Hamburger SV,1. Bundesliga,2015/2016,"[""Eintracht Frankfurt"", ""Hamburger SV""]","[""statsbomb_open_data""]"
3890497,Eintracht Frankfurt vs Hannover 96,1. Bundesliga,2015/2016,"[""Eintracht Frankfurt"", ""Hannover 96""]","[""statsbomb_open_data""]"
3890320,Eintracht Frankfurt vs Hertha Berlin,1. Bundesliga,2015/2016,"[""Eintracht Frankfurt"", ""Hertha Berlin""]","[""statsbomb_open_data""]"
3890512,Eintracht Frankfurt vs Hoffenheim,1. Bundesliga,2015/2016,"[""Eintracht Frankfurt"", ""Hoffenheim""]","[""statsbomb_open_data""]"
3890479,Eintracht Frankfurt vs Ingolstadt,1. Bundesliga,2015/2016,"[""Eintracht Frankfurt"", ""Ingolstadt""]","[""statsbomb_open_data""]"
3890465,Eintracht Frankfurt vs Schalke 04,1. Bundesliga,2015/2016,"[""Eintracht Frankfurt"", ""Schalke 04""]","[""statsbomb_open_data""]"
3890433,Eintracht Frankfurt vs VfB Stuttgart,1. Bundesliga,2015/2016,"[""Eintracht Frankfurt"", ""VfB Stuttgart""]","[""statsbomb_open_data""]"
3890405,Eintracht Frankfurt vs Werder Bremen,1. Bundesliga,2015/2016,"[""Eintracht Frankfurt"", ""Werder Bremen""]","[""statsbomb_open_data""]"
3890420,Eintracht Frankfurt vs Wolfsburg,1. Bundesliga,2015/2016,"[""Eintracht Frankfurt"", ""Wolfsburg""]","[""statsbomb_open_data""]"
3890391,FC Köln vs Augsburg,1. Bundesliga,2015/2016,"[""FC K\u00f6ln"", ""Augsburg""]","[""statsbomb_open_data""]"
3890519,FC Köln vs Bayer Leverkusen,1. Bundesliga,2015/2016,"[""FC K\u00f6ln"", ""Bayer Leverkusen""]","[""statsbomb_open_data""]"
3890495,FC Köln vs Bayern Munich,1. Bundesliga,2015/2016,"[""FC K\u00f6ln"", ""Bayern Munich""]","[""statsbomb_open_data""]"
3890406,FC Köln vs Borussia Dortmund,1. Bundesliga,2015/2016,"[""FC K\u00f6ln"", ""Borussia Dortmund""]","[""statsbomb_open_data""]"
3890299,FC Köln vs Borussia Mönchengladbach,1. Bundesliga,2015/2016,"[""FC K\u00f6ln"", ""Borussia M\u00f6nchengladbach""]","[""statsbomb_open_data""]"
3890531,FC Köln vs Darmstadt 98,1. Bundesliga,2015/2016,"[""FC K\u00f6ln"", ""Darmstadt 98""]","[""statsbomb_open_data""]"
3890440,FC Köln vs Eintracht Frankfurt,1. Bundesliga,2015/2016,"[""FC K\u00f6ln"", ""Eintracht Frankfurt""]","[""statsbomb_open_data""]"
3890371,FC Köln vs FSV Mainz 05,1. Bundesliga,2015/2016,"[""FC K\u00f6ln"", ""FSV Mainz 05""]","[""statsbomb_open_data""]"
3890280,FC Köln vs Hamburger SV,1. Bundesliga,2015/2016,"[""FC K\u00f6ln"", ""Hamburger SV""]","[""statsbomb_open_data""]"
3890339,FC Köln vs Hannover 96,1. Bundesliga,2015/2016,"[""FC K\u00f6ln"", ""Hannover 96""]","[""statsbomb_open_data""]"
3890457,FC Köln vs Hertha Berlin,1. Bundesliga,2015/2016,"[""FC K\u00f6ln"", ""Hertha Berlin""]","[""statsbomb_open_data""]"
3890352,FC Köln vs Hoffenheim,1. Bundesliga,2015/2016,"[""FC K\u00f6ln"", ""Hoffenheim""]","[""statsbomb_open_data""]"
3890313,FC Köln vs Ingolstadt,1. Bundesliga,2015/2016,"[""FC K\u00f6ln"", ""Ingolstadt""]","[""statsbomb_open_data""]"
3890480,FC Köln vs Schalke 04,1. Bundesliga,2015/2016,"[""FC K\u00f6ln"", ""Schalke 04""]","[""statsbomb_open_data""]"
3890413,FC Köln vs VfB Stuttgart,1. Bundesliga,2015/2016,"[""FC K\u00f6ln"", ""VfB Stuttgart""]","[""statsbomb_open_data""]"
3890554,FC Köln vs Werder Bremen,1. Bundesliga,2015/2016,"[""FC K\u00f6ln"", ""Werder Bremen""]","[""statsbomb_open_data""]"
3890274,FC Köln vs Wolfsburg,1. Bundesliga,2015/2016,"[""FC K\u00f6ln"", ""Wolfsburg""]","[""statsbomb_open_data""]"
3890503,FSV Mainz 05 vs Augsburg,1. Bundesliga,2015/2016,"[""FSV Mainz 05"", ""Augsburg""]","[""statsbomb_open_data""]"
3890463,FSV Mainz 05 vs Bayer Leverkusen,1. Bundesliga,2015/2016,"[""FSV Mainz 05"", ""Bayer Leverkusen""]","[""statsbomb_open_data""]"
3890316,FSV Mainz 05 vs Bayern Munich,1. Bundesliga,2015/2016,"[""FSV Mainz 05"", ""Bayern Munich""]","[""statsbomb_open_data""]"
3890331,FSV Mainz 05 vs Borussia Dortmund,1. Bundesliga,2015/2016,"[""FSV Mainz 05"", ""Borussia Dortmund""]","[""statsbomb_open_data""]"
3890421,FSV Mainz 05 vs Borussia Mönchengladbach,1. Bundesliga,2015/2016,"[""FSV Mainz 05"", ""Borussia M\u00f6nchengladbach""]","[""statsbomb_open_data""]"
3890482,FSV Mainz 05 vs Darmstadt 98,1. Bundesliga,2015/2016,"[""FSV Mainz 05"", ""Darmstadt 98""]","[""statsbomb_open_data""]"
3890381,FSV Mainz 05 vs Eintracht Frankfurt,1. Bundesliga,2015/2016,"[""FSV Mainz 05"", ""Eintracht Frankfurt""]","[""statsbomb_open_data""]"
3890527,FSV Mainz 05 vs FC Köln,1. Bundesliga,2015/2016,"[""FSV Mainz 05"", ""FC K\u00f6ln""]","[""statsbomb_open_data""]"
3890545,FSV Mainz 05 vs Hamburger SV,1. Bundesliga,2015/2016,"[""FSV Mainz 05"", ""Hamburger SV""]","[""statsbomb_open_data""]"
3890282,FSV Mainz 05 vs Hannover 96,1. Bundesliga,2015/2016,"[""FSV Mainz 05"", ""Hannover 96""]","[""statsbomb_open_data""]"
3890558,FSV Mainz 05 vs Hertha Berlin,1. Bundesliga,2015/2016,"[""FSV Mainz 05"", ""Hertha Berlin""]","[""statsbomb_open_data""]"
3890295,FSV Mainz 05 vs Hoffenheim,1. Bundesliga,2015/2016,"[""FSV Mainz 05"", ""Hoffenheim""]","[""statsbomb_open_data""]"
3890263,FSV Mainz 05 vs Ingolstadt,1. Bundesliga,2015/2016,"[""FSV Mainz 05"", ""Ingolstadt""]","[""statsbomb_open_data""]"
3890439,FSV Mainz 05 vs Schalke 04,1. Bundesliga,2015/2016,"[""FSV Mainz 05"", ""Schalke 04""]","[""statsbomb_open_data""]"
3890394,FSV Mainz 05 vs VfB Stuttgart,1. Bundesliga,2015/2016,"[""FSV Mainz 05"", ""VfB Stuttgart""]","[""statsbomb_open_data""]"
3890344,FSV Mainz 05 vs Werder Bremen,1. Bundesliga,2015/2016,"[""FSV Mainz 05"", ""Werder Bremen""]","[""statsbomb_open_data""]"
3890361,FSV Mainz 05 vs Wolfsburg,1. Bundesliga,2015/2016,"[""FSV Mainz 05"", ""Wolfsburg""]","[""statsbomb_open_data""]"
3890404,Hamburger SV vs Augsburg,1. Bundesliga,2015/2016,"[""Hamburger SV"", ""Augsburg""]","[""statsbomb_open_data""]"
3890337,Hamburger SV vs Bayer Leverkusen,1. Bundesliga,2015/2016,"[""Hamburger SV"", ""Bayer Leverkusen""]","[""statsbomb_open_data""]"
3890412,Hamburger SV vs Bayern Munich,1. Bundesliga,2015/2016,"[""Hamburger SV"", ""Bayern Munich""]","[""statsbomb_open_data""]"
3890367,Hamburger SV vs Borussia Dortmund,1. Bundesliga,2015/2016,"[""Hamburger SV"", ""Borussia Dortmund""]","[""statsbomb_open_data""]"
3890447,Hamburger SV vs Borussia Mönchengladbach,1. Bundesliga,2015/2016,"[""Hamburger SV"", ""Borussia M\u00f6nchengladbach""]","[""statsbomb_open_data""]"
3890515,Hamburger SV vs Darmstadt 98,1. Bundesliga,2015/2016,"[""Hamburger SV"", ""Darmstadt 98""]","[""statsbomb_open_data""]"
3890297,Hamburger SV vs Eintracht Frankfurt,1. Bundesliga,2015/2016,"[""Hamburger SV"", ""Eintracht Frankfurt""]","[""statsbomb_open_data""]"
3890438,Hamburger SV vs FC Köln,1. Bundesliga,2015/2016,"[""Hamburger SV"", ""FC K\u00f6ln""]","[""statsbomb_open_data""]"
3890386,Hamburger SV vs FSV Mainz 05,1. Bundesliga,2015/2016,"[""Hamburger SV"", ""FSV Mainz 05""]","[""statsbomb_open_data""]"
3890356,Hamburger SV vs Hannover 96,1. Bundesliga,2015/2016,"[""Hamburger SV"", ""Hannover 96""]","[""statsbomb_open_data""]"
3890483,Hamburger SV vs Hertha Berlin,1. Bundesliga,2015/2016,"[""Hamburger SV"", ""Hertha Berlin""]","[""statsbomb_open_data""]"
3890499,Hamburger SV vs Hoffenheim,1. Bundesliga,2015/2016,"[""Hamburger SV"", ""Hoffenheim""]","[""statsbomb_open_data""]"
3890461,Hamburger SV vs Ingolstadt,1. Bundesliga,2015/2016,"[""Hamburger SV"", ""Ingolstadt""]","[""statsbomb_open_data""]"
3890317,Hamburger SV vs Schalke 04,1. Bundesliga,2015/2016,"[""Hamburger SV"", ""Schalke 04""]","[""statsbomb_open_data""]"
3890269,Hamburger SV vs VfB Stuttgart,1. Bundesliga,2015/2016,"[""Hamburger SV"", ""VfB Stuttgart""]","[""statsbomb_open_data""]"
3890529,Hamburger SV vs Werder Bremen,1. Bundesliga,2015/2016,"[""Hamburger SV"", ""Werder Bremen""]","[""statsbomb_open_data""]"
3890551,Hamburger SV vs Wolfsburg,1. Bundesliga,2015/2016,"[""Hamburger SV"", ""Wolfsburg""]","[""statsbomb_open_data""]"
3890454,Hannover 96 vs Augsburg,1. Bundesliga,2015/2016,"[""Hannover 96"", ""Augsburg""]","[""statsbomb_open_data""]"
3890273,Hannover 96 vs Bayer Leverkusen,1. Bundesliga,2015/2016,"[""Hannover 96"", ""Bayer Leverkusen""]","[""statsbomb_open_data""]"
3890407,Hannover 96 vs Bayern Munich,1. Bundesliga,2015/2016,"[""Hannover 96"", ""Bayern Munich""]","[""statsbomb_open_data""]"
